"StateCode","TableName","ColumnName","RatingRequiredCondition","Status"
"CW","CommercialPropertyAdditionalPropertyNotCovered","PetroleumProductsAndOtherMerchandise","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","PropertyOfOthers","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","PropertyStoredInOpenYards","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","SignsInsideThePremises","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","Stock","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","SwimmingPoolsDivingTowersOrPlatforms","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","TenantsImprovementsAndBetterments","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","VendingMachinesOrTheirContents","","A"
"CW","CommercialPropertyAdditionalPropertyNotCovered","WaterwheelsWindmillsWindPumpsOrTheirTowers","","A"
"CW","CommercialPropertyAlcoholicBeveragesTaxExclusion","Limit","","A"
"CW","CommercialPropertyBlanketRatingDetail","AgreedVal","","A"
"CW","CommercialPropertyBlanketRatingDetail","CauseOfLoss","","A"
"CW","CommercialPropertyBlanketRatingDetail","Coinsurance","","A"
"CW","CommercialPropertyBlanketRatingDetail","EQCauseOfLossIncludedInBlkt","","A"
"CW","CommercialPropertyBlanketRatingDetail","InflationGuard","","A"
"CW","CommercialPropertyBlanketRatingDetail","PeakSeasonIndicator","","A"
"CW","CommercialPropertyBlanketRatingDetail","RadioactiveContamination","","A"
"CW","CommercialPropertyBlanketRatingDetail","RadioactiveContaminationTypeOfCov","","A"
"CW","CommercialPropertyBlanketRatingDetail","TotalLimit","","A"
"CW","CommercialPropertyBlanketRatingDetail","Type","","A"
"CW","CommercialPropertyBlanketRatingDetail","TypeOfBlanketRating","","A"
"CW","CommercialPropertyBlanketRatingDetail","UnitNumber","","A"
"CW","CommercialPropertyBuildersRiskCollapseDuringConstruction","CollapseOption","","A"
"CW","CommercialPropertyBuildersRiskCollapseDuringConstruction","CollapseOptionConverted","","A"
"CW","CommercialPropertyBuildersRiskPremiumAdjustmentFormDetail","AdditionalPremium","","A"
"CW","CommercialPropertyBuildersRiskRenovations","ConstructionCode","","A"
"CW","CommercialPropertyBuildersRiskRenovations","ConstructionType","","A"
"CW","CommercialPropertyBuildersRiskRenovations","ConstructionTypeToUse","","A"
"CW","CommercialPropertyBuildersRiskRenovations","EQClass","","A"
"CW","CommercialPropertyBuildersRiskRenovations","Limit","","A"
"CW","CommercialPropertyBuildersRiskRenovations","NumStories","","A"
"CW","CommercialPropertyBuildersRiskRenovations","OpenSides","","A"
"CW","CommercialPropertyBuildersRiskRenovations","RatingType","","A"
"CW","CommercialPropertyBuildersRiskRenovations","TentativeGroupIRate","","A"
"CW","CommercialPropertyBuildersRiskReportingForm","Limit","","A"
"CW","CommercialPropertyBuildersRiskReportingForm","TentativeGroupIRate","../../RatingType != 'Class'","A"
"CW","CommercialPropertyBuildersRiskTheftOfBuildingMaterialsFixturesMachineryEquipment","Deductible","","A"
"CW","CommercialPropertyBuildersRiskTheftOfBuildingMaterialsFixturesMachineryEquipment","Limit","","A"
"CW","CommercialPropertyBurglaryAndRobberyProtectiveSafeguards","BurglaryAlarmCreditFactor","BurglaryAlarmSystemType != ""Not Applicable""","A"
"CW","CommercialPropertyBurglaryAndRobberyProtectiveSafeguards","BurglaryAlarmSystemType","","A"
"CW","CommercialPropertyBurglaryAndRobberyProtectiveSafeguards","BurgRobbery3ConvertedCode","","A"
"CW","CommercialPropertyBurglaryAndRobberyProtectiveSafeguards","BurgRobbery4Symbol","","A"
"CW","CommercialPropertyBurglaryAndRobberyProtectiveSafeguards","TypeOfWatchmanSrvc","","A"
"CW","CommercialPropertyBusinessIncome","AgreedValueLimit","AgreedValueOption = ""Yes"" and IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyBusinessIncome","AgreedValueOption","","A"
"CW","CommercialPropertyBusinessIncome","BasicGroupICauseOfLossAdjustment","","A"
"CW","CommercialPropertyBusinessIncome","BasicGroupIICauseOfLossAdjustment","","A"
"CW","CommercialPropertyBusinessIncome","BlktAgreedVal","","A"
"CW","CommercialPropertyBusinessIncome","BlktBasicGroupIAvgRate","","A"
"CW","CommercialPropertyBusinessIncome","BlktBasicGroupIIAvgRate","","A"
"CW","CommercialPropertyBusinessIncome","BlktBroadAvgRate","","A"
"CW","CommercialPropertyBusinessIncome","BlktCauseOfLossValue","","A"
"CW","CommercialPropertyBusinessIncome","BlktCoinsuranceValue","","A"
"CW","CommercialPropertyBusinessIncome","BlktEQCauseOfLossIncludedInBlkt","","A"
"CW","CommercialPropertyBusinessIncome","BlktIDNum","IncludedInBlkt = 'Yes'","A"
"CW","CommercialPropertyBusinessIncome","BlktLimit","","A"
"CW","CommercialPropertyBusinessIncome","BlktProportion","","A"
"CW","CommercialPropertyBusinessIncome","BlktRadioactiveContaminationAvgRate","","A"
"CW","CommercialPropertyBusinessIncome","BlktRadioactiveContaminationValue","","A"
"CW","CommercialPropertyBusinessIncome","BlktSpecialAvgRate","","A"
"CW","CommercialPropertyBusinessIncome","BlktTotalFullValueAmount","","A"
"CW","CommercialPropertyBusinessIncome","BlktType","","A"
"CW","CommercialPropertyBusinessIncome","CauseOfLoss","","A"
"CW","CommercialPropertyBusinessIncome","Coinsurance","","A"
"CW","CommercialPropertyBusinessIncome","CombinedTypeOfRiskEducationalPct","","A"
"CW","CommercialPropertyBusinessIncome","CombinedTypeOfRiskManufacturingPct","","A"
"CW","CommercialPropertyBusinessIncome","CombinedTypeOfRiskMercantilePct","","A"
"CW","CommercialPropertyBusinessIncome","CombinedTypeOfRiskRentalPct","","A"
"CW","CommercialPropertyBusinessIncome","CovType","","A"
"CW","CommercialPropertyBusinessIncome","EQCauseOfLossAdjustment","","A"
"CW","CommercialPropertyBusinessIncome","EQCauseOfLossCovBlktIDNum","EQCovIndicator ='Yes, Included in Blanket'","A"
"CW","CommercialPropertyBusinessIncome","EQCovIndicator","","A"
"CW","CommercialPropertyBusinessIncome","EQSprinklerLeakageOnly","","A"
"CW","CommercialPropertyBusinessIncome","ExtendedPeriod","","A"
"CW","CommercialPropertyBusinessIncome","ExtraExpenseLimitOnLossPayment","","A"
"CW","CommercialPropertyBusinessIncome","FullBusnIncomeValue","IncludedInBlkt = 'Yes' or EQCovIndicator ='Yes, Included in Blanket'","A"
"CW","CommercialPropertyBusinessIncome","FungusWetRotDryRotBacteriaCovIncrdPeriodRestorationIndicator","../../../../../../FungusWetRotDryRotBacteriaCov[.!='Not Applicable']","A"
"CW","CommercialPropertyBusinessIncome","IncludedInBlkt","","A"
"CW","CommercialPropertyBusinessIncome","Limit","","A"
"CW","CommercialPropertyBusinessIncome","MaxPeriod","","A"
"CW","CommercialPropertyBusinessIncome","MonthlyLimitOfIndemnity","","A"
"CW","CommercialPropertyBusinessIncome","TerrorismOverride","","A"
"CW","CommercialPropertyBusinessIncome","TerrorismSubLimit","(../../../CommercialPropertyLimitationOfCoverageForCertifiedActsOfTerrorismSubLimitOnAnnualAggregateBasis) or (../../../../../../CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997Table/CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997) or (../../../CommercialPropertyLmtnOfCoverageForTerrsmSubLimitOnAnnualAggregateBasisEndtIL0032)","A"
"CW","CommercialPropertyBusinessIncome","TerrorOverridePremium","TerrorismOverride[.='Yes']","A"
"CW","CommercialPropertyBusinessIncome","TypeOfRisk","","A"
"CW","CommercialPropertyBusinessIncome","WatercraftExclBuybackConstrctnOption","","A"
"CW","CommercialPropertyBusinessIncome","WaterfrontProperty","","A"
"CW","CommercialPropertyBusinessIncomeAndOrExtraExpnCovForY2KComputerRelatedAndOtherElectronicProblems","ManualPremium","","A"
"CW","CommercialPropertyBusinessIncomeChangesBeginningOfThePeriodOfRestorationNoWaitingPeriod","TimePeriod","","A"
"CW","CommercialPropertyBusinessIncomeChangesBeginningOfThePeriodOfRestorationNoWaitingPeriodSpclClassBusnIncome","TimePeriod","","A"
"CW","CommercialPropertyBusinessIncomeChangesEducationalInstitutions","ExtensionOfRecoveryPeriodOption","","A"
"CW","CommercialPropertyBusinessIncomeChangesEducationalInstitutions","LimitedCovIndicator","","A"
"CW","CommercialPropertyBusinessIncomeChangesEducationalInstitutions","NumOfMonths","","A"
"CW","CommercialPropertyBusinessIncomeChangesEducationalInstitutionsSpclClassBusnIncome","ExtensionOfRecoveryPeriodOption","","A"
"CW","CommercialPropertyBusinessIncomeChangesEducationalInstitutionsSpclClassBusnIncome","LimitedCovIndicator","","A"
"CW","CommercialPropertyBusinessIncomeChangesEducationalInstitutionsSpclClassBusnIncome","NumOfMonths","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","BasicGroupIIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","BasicGroupIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","ConstructionType","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","EQRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","NatureOfDependency","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","SecondaryContributingLocation","TypeOfDependentProp = ""Contributing Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","SecondaryRecipientLocation","TypeOfDependentProp = ""Recipient Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","BasicGroupIIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","BasicGroupIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","ConstructionType","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","EQRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","NatureOfDependency","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","SecondaryContributingLocation","TypeOfDependentProp = ""Contributing Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","SecondaryRecipientLocation","TypeOfDependentProp = ""Recipient Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormSpclClassBusnIncomeDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedForm","EQRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","BasicGroupIIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","BasicGroupIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","ConstructionType","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","ConstructionTypeToUse","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","EQRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","Limit","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","NatureOfDependency","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","SecondaryContributingLocation","TypeOfDependentProp =""Contributing Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","SecondaryRecipientLocation","TypeOfDependentProp = ""Recipient Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","BasicGroupIIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","BasicGroupIRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","ConstructionType","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","ConstructionTypeToUse","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","EQRate","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","Limit","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","NatureOfDependency","","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","SecondaryContributingLocation","TypeOfDependentProp = ""Contributing Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","SecondaryRecipientLocation","TypeOfDependentProp = ""Recipient Location""","A"
"CW","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormSpclClassBusnIncomeDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyBusinessIncomeInterruptionOfComputerOperationsCoverage","InterruptionCompuOpsIndicator","../CovType = 'Extra Expense Only'","A"
"CW","CommercialPropertyBusinessIncomeInterruptionOfComputerOperationsCoverage","Limit","InterruptionCompuOpsIndicator [.='Yes']","A"
"CW","CommercialPropertyBusinessIncomeInterruptionOfComputerOperationsCoverage","ManualPremium","InterruptionCompuOpsIndicator [.='Yes']","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","BroadBaseRate","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","CauseOfLoss","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","Coinsurance","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","CovType","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","Limit","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","SpecialBaseRate","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","TypeOfRiskFactor","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","BroadBaseRate","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","CauseOfLoss","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","Coinsurance","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","CovType","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","Limit","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","SpecialBaseRate","","A"
"CW","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValueSpclClassBusnIncome","TypeOfRiskFactor","","A"
"CW","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCov","ManualPremium","","A"
"CW","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovDetail","CauseOfLoss","","A"
"CW","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncome","ManualPremium","","A"
"CW","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncomeDetail","CauseOfLoss","","A"
"CW","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncomeDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","CauseOfLoss","","A"
"CW","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","Limit","","A"
"CW","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","ManualPremium","","A"
"CW","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","TimeLimitation","","A"
"CW","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","TripType","","A"
"CW","CommercialPropertyCannabisExclusionBuilding","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionBusinessIncome","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionPersonalProperty","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionSpecialClass","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionSpecialClassBusinessIncome","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionWithHempExceptionBuilding","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionWithHempExceptionBusinessIncome","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionWithHempExceptionPersonalProperty","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionWithHempExceptionSpecialClass","ManualPremium","","A"
"CW","CommercialPropertyCannabisExclusionWithHempExceptionSpecialClassBusinessIncome","ManualPremium","","A"
"CW","CommercialPropertyChangesFungusWetRotDryRotBacteria","IncreasedPeriodOfRestoration","","A"
"CW","CommercialPropertyChangesFungusWetRotDryRotBacteria","SubLimit","","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriod","IncreasedCoveragePeriod","","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodRadiusCoverage","ManualPremium","","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncome","IncreasedCoveragePeriod","","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeRadiusCoverage","ManualPremium","","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","LossAssessmentDeductible","","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","LossAssessmentLimit","","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","LossAssessmentLimitOver10000","LossAssessmentLimit = ""Over 10,000""","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","LossAssessmentSubLimit","","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","MiscRealPropLimit","","A"
"CW","CommercialPropertyContributingInsurance","PctOfContributingIns","","A"
"CW","CommercialPropertyContributingInsuranceDetail","AdditionalCoverage","","A"
"CW","CommercialPropertyContributingInsuranceDetail","AdditionalCoverageLimit","","A"
"CW","CommercialPropertyContributingInsuranceSpecialClass","PctOfContributingIns","","A"
"CW","CommercialPropertyContributingInsuranceSpecialClassDetail","AdditionalCoverage","","A"
"CW","CommercialPropertyContributingInsuranceSpecialClassDetail","AdditionalCoverageLimit","","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurance","Limit","","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlProp","Limit","","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClass","Limit","","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","AllCoveredCausesOfLoss","","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","AllCoveredCausesOfLossExceptTheft","","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","AllCoveredCausesOfLossExceptWindstormOrHail","","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","AllCoveredCausesOfLossExceptWindstormOrHailAndTheft","","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","Theft","","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","WindstormOrHail","","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","AllCoveredCausesOfLoss","","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","AllCoveredCausesOfLossExceptTheft","","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","AllCoveredCausesOfLossExceptWindstormOrHail","","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","AllCoveredCausesOfLossExceptWindstormOrHailAndTheft","","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","Theft","","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","WindstormOrHail","","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltd","DischargeLimitPD","","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdBusnIncome","DischargeLimitBI","","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdPrsnlProp","DischargeLimitPD","","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdSpclClass","DischargeLimitPD","","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdSpclClassBusnIncome","DischargeLimitBI","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","IncludingMasonryVeneerOption","../../EQSprinklerLeakageOnly != ""Yes"" ","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","ManualPremium","../../CovType = ""Leasehold Interest"" ","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","PctOfTotalExteriorWallsFaced","../../EQSprinklerLeakageOnly != ""Yes"" ","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBusnIncome","AnnualNetIncome","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBusnIncome","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductiblePrsnlProp","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpclClassBusnIncome","AnnualNetIncome","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpclClassBusnIncome","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpecialClass","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBldg","IncludingMasonryVeneerOption","../../EQSprinklerLeakageOnly != ""Yes""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBldg","PctOfTotalExteriorWallsFaced","../../EQSprinklerLeakageOnly != ""Yes""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsement","IncludingMasonryVeneerOption","../../EQSprinklerLeakageOnly != ""Yes""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsement","PctOfTotalExteriorWallsFaced","../../EQSprinklerLeakageOnly != ""Yes""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpecialClass","Class","","A"
