"StateCode","Page","TableName","ColumnName","Type","Label","QuoteReadOnly","QuoteRequired","QuoteDisplay","PolicyReadOnly","PolicyRequired","PolicyDisplay","Default","Minimum","Maximum","Help","HelpText","Comment","Condition","RequiredCondition","Auditable","AuditViewOnly","AuditCondition","DomainTableName","Sequence","PrintRequired","Status"
"CW","Blanket Insurance Detail","CommercialPropertyBlanketRatingDetail","Coinsurance","SELECT","Coinsurance","False","True","True","False","True","True","","","","","","","","","False","False","","CoinsuranceForBlanket",500,"False","A"
"CW","Blanket Insurance Detail","CommercialPropertyBlanketRatingDetail","AgreedVal","SELECT","Agreed Value Option","False","True","True","False","True","True","No","","","","","","","","False","False","","AgreedValueBlanket",650,"False","A"
"CW","Blanket Insurance Detail","CommercialPropertyBlanketRatingDetail","TypeOfBlanketRating","SELECT","Rating Type","False","True","True","False","True","True","Average","","","","","","","","False","False","","TypeOfBlanketRating",700,"False","A"
"CW","Blanket Insurance Detail","CommercialPropertyBlanketRatingDetail","InflationGuard","SELECT","Inflation Guard","False","True","True","False","True","True","","","","","","","","","False","False","","InflationGuardPctBlanket",750,"False","A"
"CW","Blanket Insurance Detail","CommercialPropertyBlanketRatingDetail","PeakSeasonIndicator","SELECT","Peak Season Apply","False","True","True","False","True","True","","","","","","","","","False","False","","PeakSeasonBlkt",1500,"False","A"
"CW","Blanket Insurance Summary","CommercialPropertyBlanketRatingDetail","UnitNumber","TEXT","Blanket ID Number","True","False","True","True","False","True","","","","","","","","","False","False","","",100,"False","A"
"CW","Blanket Insurance Summary","CommercialPropertyBlanketRatingDetail","Type","TEXT","Type","True","False","True","True","False","True","","","","","","","","","False","False","","",200,"False","A"
"CW","Blanket Insurance Summary","CommercialPropertyBlanketRatingDetail","TypeOfBlanketRating","TEXT","Rating Type","True","False","True","True","False","True","","","","","","","","","False","False","","",300,"False","A"
"CW","Blanket Insurance Summary","CommercialPropertyBlanketRatingDetail","TotalLimit","TEXT","Total Limit","True","False","True","True","False","True","","","","","","","","","False","False","","",400,"False","A"
"CW","Blanket Insurance","CommercialPropertyBlanketRating","Premium","HIDDEN","","False","False","False","False","False","False","","","","","","","","","False","False","","",100,"False","A"
"CW","Changes - Fungus, Wet Rot, Dry Rot And Bacteria","CommercialPropertyChangesFungusWetRotDryRotBacteria","SubLimit","TEXT","Revised Limit","False","True","True","False","True","True","","","","Please refer to detail help for further explanation.","Fungus is not covered unless it is a consequence of a named peril or flood (if flood is a covered peril).  Property damage coverage is subject to a sub-limit of $15,000 per policy, applicable on an annual aggregate basis.  This is not additional insurance.  Coverage for fungus can be increased with the attachment of CP 04 31.  This form provides the ability to increase the $15,000 sub-limit for property coverage.  It also provides the ability to change the sub-limit from a per policy annual aggregate limit to an annual aggregate limit which applies separately to specified structures.  The limit can not be increased to more than applicable covered property limit.","","","","False","False","","FungusWetRotDryRotBacteriaSublimitPolicy",100,"True","A"
"CW","Changes - Fungus, Wet Rot, Dry Rot And Bacteria","CommercialPropertyChangesFungusWetRotDryRotBacteria","SeparatePremisesOrLocationsOption","RADIO","Separate Premises Or Locations Option","False","False","True","False","False","True","","","","","","","","","False","False","","YesNo",200,"True","A"
"CW","Changes - Fungus, Wet Rot, Dry Rot And Bacteria","CommercialPropertyChangesFungusWetRotDryRotBacteria","IfYesDescription","TEXTAREA","If YES, describe the separate premises or locations","False","False","True","False","False","True","","","","","","","SeparatePremisesOrLocationsOption = ""Yes""","","False","False","","",300,"True","A"
"CW","Changes - Fungus, Wet Rot, Dry Rot And Bacteria","CommercialPropertyChangesFungusWetRotDryRotBacteria","IncreasedPeriodOfRestoration","SELECT","Business Income/Extra Expense - Revised number of days","False","True","True","False","True","True","Not Applicable","","","Applies to Business Income coverage.","","","","","False","False","","FungusWetRotDryRotBacteriaIncrdPeriodRestoration",400,"True","A"
"CW","Conditional Exclusion Of Terrorism Involving Nuclear, Biological Or Chemical Terrorism (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalExclOfTerrsmInvolvingNuclearBiolgclOrChemicalTerrsmIL0996","StateName","TEXTAREA","State(s)","False","False","True","False","False","True","","","","","","","","","False","False","","",20,"True","A"
"CW","Conditional Exclusion Of Terrorism Involving Nuclear, Biological Or Chemical Terrorism (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalExclOfTerrsmInvolvingNuclearBiolgclOrChemicalTerrsmIL0996","CoverageFormCoveragePartOrPolicy","TEXTAREA","Coverage Form, Coverage Part or Policy","False","False","True","False","False","True","","","","","","","","","False","False","","",50,"True","A"
"CW","Conditional Exclusion Of Terrorism (Relating To Disposition Of Federal Terrorism Risk Insurance Act)","CommercialPropertyConditionalExclusionOfTerrorismEndorsementIL0995","StateName","TEXTAREA","State(s)","False","False","True","False","False","True","","","","","","","","","False","False","","",20,"True","A"
"CW","Conditional Exclusion Of Terrorism (Relating To Disposition Of Federal Terrorism Risk Insurance Act)","CommercialPropertyConditionalExclusionOfTerrorismEndorsementIL0995","CoverageFormCoveragePartOrPolicy","TEXTAREA","Coverage Form, Coverage Part or Policy","False","False","True","False","False","True","","","","","","","","","False","False","","",50,"True","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","ApplicabilityHeader","TEXT","<u>Applicability Of Terrorism Sub-Limit</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",100,"False","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","ApplicabilityCoverageFormCoveragePartOrPolicy","TEXTAREA","&nbsp;&nbsp;&nbsp;&nbsp;Coverage Form, Coverage Part Or Policy","False","False","True","False","False","True","","","","","","","","","False","False","","",200,"True","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","ApplicabilityDescriptionOfPropertyOrCoverage","TEXTAREA","&nbsp;&nbsp;&nbsp;&nbsp;Description Of Property Or Coverage","False","False","True","False","False","True","","","","","","","","","False","False","","",300,"True","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","TerrorismSubLimit","TEXT","&nbsp;&nbsp;&nbsp;&nbsp;Terrorism Sub-Limit (sub-limit)","False","False","True","False","False","True","","","","","","","","","False","False","","",400,"True","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","NonApplicabilityHeader","TEXT","<u>Exception: Non-Applicability Of Sub-Limit To Certain Fire Losses (refer to Paragraph E.)</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",500,"False","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","StateName","TEXTAREA","&nbsp;&nbsp;&nbsp;&nbsp;State(s)","False","False","True","False","False","True","","","","","","","","","False","False","","",600,"True","A"
"CW","Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA)","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","NonApplicabilityCoverageFormCoveragePartOrPolicy","TEXTAREA","&nbsp;&nbsp;&nbsp;&nbsp;Coverage Form, Coverage Part Or Policy","False","False","True","False","False","True","","","","","","","","","False","False","","",700,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PolicyNumber","TEXT","POLICY NUMBER","False","False","True","False","False","True","","","","","","","","","False","False","","",100,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PolicyChangesEffective","TEXT","POLICY CHANGES EFFECTIVE","False","False","True","False","False","True","","","","","","","","","False","False","","",120,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","CompanyName","TEXT","COMPANY","False","False","True","False","False","True","","","","","","","","","False","False","","",140,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","NamedInsured","TEXT","NAMED INSURED","False","False","True","False","False","True","","","","","","","","","False","False","","",160,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","AuthorizedRep","TEXT","AUTHORIZED REPRESENTATIVE","False","False","True","False","False","True","","","","","","","","","False","False","","",180,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","Changes","TEXTAREA","CHANGES","False","False","True","False","False","True","","","","","","","","","False","False","","",200,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PremiumAdjustmentHeader","TEXT","PREMIUM ADJUSTMENT","True","False","True","True","False","True","","","","","","","","","False","False","","",220,"False","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PremiumDueAtHeader","TEXT","&nbsp;&nbsp;&nbsp;PREMIUM DUE AT POLICY CHANGE EFFECTIVE DATE","True","False","True","True","False","True","","","","","","","","","False","False","","",240,"False","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PremiumDueAdditional","TEXT","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ADDITIONAL","False","False","True","False","False","True","","","","","","","","","False","False","","",260,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PremiumDueReturn","TEXT","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;RETURN","False","False","True","False","False","True","","","","","","","","","False","False","","",280,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PremiumInstallmentHeader","TEXT","&nbsp;&nbsp;&nbsp;PREVIOUS INSTALLMENT","True","False","True","True","False","True","","","","","","","","","False","False","","",300,"False","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","PremiumInstallmentPremium","TEXT","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;PREMIUM","False","False","True","False","False","True","","","","","","","","","False","False","","",320,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","NewInstallmentHeader","TEXT","&nbsp;&nbsp;&nbsp;NEW INSTALLMENT","True","False","True","True","False","True","","","","","","","","","False","False","","",340,"False","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","NewInstallmentPremium","TEXT","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;PREMIUM","False","False","True","False","False","True","","","","","","","","","False","False","","",360,"True","A"
"CW","Commercial Property Coverage Part Policy Changes","CommercialPropertyCoveragePartPolicyChanges","AuthorizedRepSignature","TEXT","Authorized Representative Signature","False","False","True","False","False","True","","","","","","","","","False","False","","",380,"True","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberLimitsOfInsuranceHeader","TEXT","<u>Limits Of Insurance (For Cause(s) Of Loss Other Than Fire Or Explosion)</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",100,"False","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberLossOrDamageToCoveredPropertyCovHeader","TEXT","<u>Cyber Incident Loss Or Damage To Covered Property Coverage</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",200,"False","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberLossOrDamageToCoveredPropertyCovLOI","TEXT","&nbsp;&nbsp;Per Occurrence Limit Of Insurance For Cyber Incident Loss Or Damage To Covered Property Coverage:","False","True","True","False","True","True","0","0","99999999","","","","","","False","False","","",300,"True","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberBusnIncomeCovHeader","TEXT","<u>Cyber Incident Business Income Coverage</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",400,"False","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberBusnIncomeCovLOI","TEXT","&nbsp;&nbsp;Per Occurrence Limit Of Insurance For Cyber Incident Business Income Coverage:","False","True","True","False","True","True","0","0","99999999","","","","","","False","False","","",500,"True","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberExtraExpenseCovHeader","TEXT","<u>Cyber Incident Extra Expense Coverage</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",600,"False","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberExtraExpenseCovLOI","TEXT","&nbsp;&nbsp;Per Occurrence Limit Of Insurance For Cyber Incident Extra Expense Coverage:","False","True","True","False","True","True","0","0","99999999","","","","","","False","False","","",700,"True","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberAggregateLOIHeader","TEXT","<u>Cyber Incident Aggregate Limit Of Insurance</u>","True","False","True","True","False","True","","","","","","","","","False","False","","",800,"False","A"
"CW","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","CyberAggregateLOI","TEXT","&nbsp;&nbsp;Aggregate Limit Of Insurance For Cyber Incident Loss Or Damage To Covered Property Coverage, Cyber Incident Business Income Coverage and Cyber Incident Extra Expense Coverage:","False","True","True","False","True","True","0","0","99999999","","","","","","False","False","","",900,"True","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","Description","TEXTAREA","Description Of Business","False","False","True","False","True","True","","","","","","","","","False","False","","",100,"True","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","Location","TEXT","Location Of Business","False","False","True","False","False","True","","","","","","","","","False","False","","",150,"True","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","Limit","TEXT","Annual Aggregate Limit Of Insurance","False","True","True","False","True","True","","1","99999999","","","","","","False","False","","",200,"True","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","AntiVirusWaiver","SELECT","Anti-Virus Waiver","False","True","True","False","True","True","No","","","","","","","","False","False","","YesNo",300,"True","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","Deductible","TEXT","Section I - Deductible","False","True","True","False","True","True","","1","999999","","","","","","False","False","","",400,"True","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","PolicyTermPremium","TEXT","Premium","True","False","True","True","False","True","","","","","","","","","False","False","","",401,"False","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","CommercialPropertyElectronicCommerceLossOfDataCov.ManualPremium","TEXT","Loss of Data Manual Premium","False","True","True","False","True","True","0","0","99999999","","","","","","False","False","","",550,"False","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","CommercialPropertyElectronicCommerceLossOfDataCov.PolicyTermPremium","TEXT","Premium","True","False","True","True","False","True","","","","","","","","","False","False","","",551,"False","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","CommercialPropertyElectronicCommerceLossOfBusinessIncomeCov.ManualPremium","TEXT","Loss of Business Income Manual Premium","False","True","True","False","True","True","0","0","99999999","","","","","","False","False","","",600,"False","A"
"CW","Electronic Commerce (E-Commerce)","CommercialPropertyElectronicCommerce","CommercialPropertyElectronicCommerceLossOfBusinessIncomeCov.PolicyTermPremium","TEXT","Premium","True","False","True","True","False","True","","","","","","","","","False","False","","",601,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","UnitNumber","TEXT","Blanket ID Number","True","False","True","True","False","True","","","","","","","","","False","False","","",50,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","Limit","TEXT","Limit","False","True","True","False","True","True","","1","999999999","","","","","","False","False","","",100,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","SubLimitPct","SELECT","Sub-Limit Percentage","False","True","True","False","True","True","","","","","","","","","False","False","","EQSubLimitPctBlkt",200,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","EQSprinklerLeakageOnly","SELECT","Earthquake - Sprinkler Leakage Only","False","True","True","False","True","True","No","","","","","","","","False","False","","YesNo",300,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","BldgCov","CHECKBOX","Building","False","False","True","False","False","True","","","","","","","","","False","False","","",400,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","PrsnlPropCov","CHECKBOX","Business Personal Property","False","False","True","False","False","True","","","","","","","","","False","False","","",500,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","BusnIncomeWithExtraExpenseCov","CHECKBOX","Business Income With Extra Expense","False","False","True","False","False","True","","","","","","","","","False","False","","",600,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","BusnIncomeWithoutExtraExpenseCov","CHECKBOX","Business Income Without Extra Expense","False","False","True","False","False","True","","","","","","","","","False","False","","",700,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","ExtraExpenseCov","CHECKBOX","Extra Expense","False","False","True","False","False","True","","","","","","","","","False","False","","",800,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","SpecialClassCov","CHECKBOX","Special Class","False","False","True","False","False","True","","","","","","","","","False","False","","",900,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","AddlCoveredPropCov","CHECKBOX","Additional Covered Property","False","False","True","False","False","True","","","","","","","","","False","False","","",1000,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","IncreasedAnnlAggLimitOption","SELECT","Increased Annual Aggregate Limit Option","False","True","True","False","True","True","No","","","","","","","","False","False","","YesNo",1200,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Detail","CommercialPropertyEQSubLimitBlanketRatingDetail","InflationGuard","SELECT","Inflation Guard","False","True","True","False","True","True","Not Applicable","","","","","","","","False","False","","InflationGuardPctSubLimitBlanket",1300,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Summary","CommercialPropertyEQSubLimitBlanketRatingDetail","UnitNumber","TEXT","Blanket ID Number","True","False","True","True","False","True","","","","","","","","","False","False","","",100,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating Summary","CommercialPropertyEQSubLimitBlanketRatingDetail","Limit","TEXT","Limit","True","False","True","True","False","True","","","","","","","","","False","False","","",200,"False","A"
"CW","Earthquake And Volcanic Eruption Sub Limit Blanket Rating","CommercialPropertyEQSubLimitBlanketRating","PolicyTermPremium","HIDDEN","","False","False","False","False","False","False","","","","","","","","","False","False","","",100,"False","A"
"CW","Exclusion Of Certified Acts Of Terrorism Involving Nuclear, Bio, Chem Or Radiological Terr; Cap On Covered Certified Acts Losses","CommercialPropertyExclCertfdActsOfTerrsmInvolvingNuclearBiologicalChmclTerrsmCapOnCovdCertfdActsLosses","StateName","TEXTAREA","State(s)","False","False","True","False","False","True","","","","","","","","","False","False","","",100,"True","A"
